1,1,1
2,2,2
3,3,3
4,4,4
5,5,5
6,6,6
7,7,7
8,8,8
9,9,9
10,10,10
11,11,11
12,12,12
13,13,13
14,14,14
15,15,15
16,16,16
17,17,17
18,18,18
19,19,19
20,20,20
21,21,21
22,22,22
23,23,23
24,24,24
25,25,25
26,26,26
27,27,27
28,28,28
29,29,29
30,30,30
31,31,31
32,32,32
33,33,33
34,34,34
35,35,35
36,36,36
37,37,37
38,38,38
39,39,39
40,40,40
41,41,41
42,42,42
43,43,43
44,44,44
45,45,45
46,46,46
47,47,47
48,48,48
49,49,49
50,50,50
51,51,51
52,52,52
53,53,53
54,54,54
55,55,55
56,56,56
57,57,57
58,58,58
59,59,59
60,60,60
61,61,61
62,62,62
63,63,63
64,64,64
65,65,65
66,66,66
67,67,67
68,68,68
69,69,69
70,70,70
71,71,71
72,72,72
73,73,73
74,74,74
75,75,75
76,76,76
77,77,77
78,78,78
79,79,79
80,80,80
81,81,81
82,82,82
83,83,83
84,84,84
85,85,85
86,86,86
87,87,87
88,88,88
89,89,89
90,90,90
91,91,91
92,92,92
93,93,93
94,94,94
95,95,95
96,96,96
97,97,97
98,98,98
99,99,99
100,100,100
101,101,101
102,102,102
103,103,103
104,104,104
105,105,105
106,106,106
107,107,107
108,108,108
109,109,109
110,110,110
111,111,111
112,112,112
113,113,113
114,114,114
115,115,115
116,116,116
117,117,117
118,118,118
119,119,119
120,120,120
121,121,121
122,122,122
123,123,123
124,124,124
125,125,125
126,126,126
127,127,1
128,128,2
129,129,3
130,130,4
131,131,5
132,132,6
133,133,7
134,134,8
135,135,9
136,136,10
137,137,11
138,138,12
139,139,13
140,140,14
141,141,15
142,142,16
143,143,17
144,144,18
145,145,19
146,146,20
147,147,21
148,148,22
149,149,23
150,150,24
151,151,25
152,152,26
153,153,27
154,154,28
155,155,29
156,156,30
157,157,31
158,158,32
159,159,33
160,160,34
161,161,35
162,162,36
163,163,37
164,164,38
165,165,39
166,166,40
167,167,41
168,168,42
169,169,43
170,170,44
171,171,45
172,172,46
173,173,47
174,174,48
175,175,49
176,176,50
177,177,51
178,178,52
179,179,53
180,180,54
181,181,55
182,182,56
183,183,57
184,184,58
185,185,59
186,186,60
187,187,61
188,188,62
189,189,63
190,190,64
191,191,65
192,192,66
193,193,67
194,194,68
195,195,69
196,196,70
197,197,71
198,198,72
199,199,73
200,200,74
201,201,75
202,202,76
203,203,77
204,204,78
205,205,79
206,206,80
207,207,81
208,208,82
209,209,83
210,210,84
211,211,85
212,212,86
213,213,87
214,214,88
215,215,89
216,216,90
217,217,91
218,218,92
219,219,93
220,220,94
221,221,95
222,222,96
223,223,97
224,224,98
225,225,99
226,226,100
227,227,101
228,228,102
229,229,103
230,230,104
231,231,105
232,232,106
233,233,107
234,234,108
235,235,109
236,236,110
237,237,111
238,238,112
239,239,113
240,240,114
241,241,115
242,242,116
243,243,117
244,244,118
245,245,119
246,246,120
247,247,121
248,248,122
249,249,123
250,250,124
251,251,125
252,252,126
253,253,1
254,254,2
255,255,3
256,256,4
257,257,5
258,258,6
259,259,7
260,260,8
261,261,9
262,262,10
263,263,11
264,264,12
265,265,13
266,266,14
267,267,15
268,268,16
269,269,17
270,270,18
271,271,19
272,272,20
273,273,21
274,274,22
275,275,23
276,276,24
277,277,25
278,278,26
279,279,27
280,280,28
281,281,29
282,282,30
283,283,31
284,284,32
285,285,33
286,286,34
287,287,35
288,288,36
289,289,37
290,290,38
291,291,39
292,292,40
293,293,41
294,294,42
295,295,43
296,296,44
297,297,45
298,298,46
299,299,47
300,300,48
301,301,49
302,302,50
303,303,51
304,304,52
305,305,53
306,306,54
307,307,55
308,308,56
309,309,57
310,310,58
311,311,59
312,312,60
313,313,61
314,314,62
315,315,63
316,316,64
317,317,65
318,318,66
319,319,67
320,320,68
321,321,69
322,322,70
323,323,71
324,324,72
325,325,73
326,326,74
327,327,75
328,328,76
329,329,77
330,330,78
331,331,79
332,332,80
333,333,81
334,334,82
335,335,83
336,336,84
337,337,85
338,338,86
339,339,87
340,340,88
341,341,89
342,342,90
343,343,91
344,344,92
345,345,93
346,346,94
347,347,95
348,348,96
349,349,97
350,350,98
351,351,99
352,352,100
353,353,101
354,354,102
355,355,103
356,356,104
357,357,105
358,358,106
359,359,107
360,360,108
361,361,109
362,362,110
363,363,111
364,364,112
365,365,113
366,366,114
367,367,115
368,368,116
369,369,117
370,370,118
371,371,119
372,372,120
373,373,121
374,374,122
375,375,123
376,376,124
377,377,125
378,378,126
379,379,1
380,380,2
381,381,3
382,382,4
383,383,5
384,384,6
385,385,7
386,386,8
387,387,9
388,388,10
389,389,11
390,390,12
391,391,13
392,392,14
393,393,15
394,394,16
395,395,17
396,396,18
397,397,19
398,398,20
399,399,21
400,400,22
401,401,23
402,402,24
403,403,25
404,404,26
405,405,27
406,406,28
407,407,29
408,408,30
409,409,31
410,410,32
411,411,33
412,412,34
413,413,35
414,414,36
415,415,37
416,416,38
417,417,39
418,418,40
419,419,41
420,420,42
421,421,43
