1,1,1,1,1
2,2,2,2,2
3,3,3,3,3
4,4,4,4,4
5,5,5,5,5
6,6,6,6,6
7,7,7,7,7
8,8,8,8,8
9,9,9,9,9
10,10,10,10,10
11,1,11,11,11
12,2,12,12,12
13,3,13,13,13
14,4,14,14,14
15,5,15,15,15
16,6,16,16,16
17,7,17,17,17
18,8,18,18,18
19,9,19,19,19
20,10,20,20,20
21,1,21,21,21
22,2,22,22,22
23,3,23,23,23
24,4,24,24,24
25,5,25,25,25
26,6,26,26,26
27,7,27,27,27
28,8,28,28,28
29,9,29,29,29
30,10,30,30,30
31,1,31,31,31
32,2,32,32,32
33,3,33,33,33
34,4,34,34,34
35,5,35,35,35
36,6,36,36,36
37,7,37,37,37
38,8,38,38,38
39,9,39,39,39
40,10,40,40,40
41,1,41,41,41
42,2,42,42,42
43,3,43,43,43
44,4,44,44,44
45,5,45,45,45
46,6,46,46,46
47,7,47,47,47
48,8,48,48,48
49,9,49,49,49
50,10,50,50,50
51,1,51,51,51
52,2,52,52,52
53,3,53,53,53
54,4,54,54,54
55,5,55,55,55
56,6,56,56,56
57,7,57,57,57
58,8,58,58,58
59,9,59,59,59
60,10,60,60,60
61,1,61,61,61
62,2,62,62,62
63,3,63,63,63
64,4,64,64,64
65,5,65,65,65
66,6,66,66,66
67,7,67,67,67
68,8,68,68,68
69,9,69,69,69
70,10,70,70,70
71,1,71,71,71
72,2,72,72,72
73,3,73,73,73
74,4,74,74,74
75,5,75,75,75
76,6,76,76,76
77,7,77,77,77
78,8,78,78,78
79,9,79,79,79
80,10,80,80,80
81,1,81,81,81
82,2,82,82,82
83,3,83,83,83
84,4,84,84,84
85,5,85,85,85
86,6,86,86,86
87,7,87,87,87
88,8,88,88,88
89,9,89,89,89
90,10,90,90,90
91,1,91,91,91
92,2,92,92,92
93,3,93,93,93
94,4,94,94,94
95,5,95,95,95
96,6,96,96,96
97,7,97,97,97
98,8,98,98,98
99,9,99,99,99
100,10,100,100,100
101,1,101,101,101
102,2,102,102,102
103,3,103,103,103
104,4,104,104,104
105,5,105,105,105
106,6,106,106,106
107,7,107,107,107
108,8,108,108,108
109,9,109,109,109
110,10,110,110,110
111,1,111,111,111
112,2,112,112,112
113,3,113,113,113
114,4,114,114,114
115,5,115,115,115
116,6,116,116,116
117,7,117,117,117
118,8,118,118,118
119,9,119,119,119
120,10,120,120,120
121,1,121,121,121
122,2,122,122,122
123,3,123,123,123
124,4,124,124,124
125,5,125,125,125
126,6,126,126,126
127,7,127,127,127
128,8,128,128,128
129,9,129,129,129
130,10,130,130,130
131,1,131,131,131
132,2,132,132,132
133,3,133,133,133
134,4,134,134,134
135,5,135,135,135
136,6,136,136,136
137,7,137,137,137
138,8,138,138,138
139,9,139,139,139
140,10,140,140,140
141,1,141,141,141
142,2,142,142,142
143,3,143,143,143
144,4,144,144,144
145,5,145,145,145
146,6,146,146,146
147,7,147,147,147
148,8,148,148,148
149,9,149,149,149
150,10,150,150,150
151,1,151,151,151
152,2,152,152,152
153,3,153,153,153
154,4,154,154,154
155,5,155,155,155
156,6,156,156,156
157,7,157,157,157
158,8,158,158,158
159,9,159,159,159
160,10,160,160,160
161,1,161,161,161
162,2,162,162,162
163,3,163,163,163
164,4,164,164,164
165,5,165,165,165
166,6,166,166,166
167,7,167,167,167
168,8,168,168,168
169,9,169,169,169
170,10,170,170,170
171,1,171,171,171
172,2,172,172,172
173,3,173,173,173
174,4,174,174,174
175,5,175,175,175
176,6,176,176,176
177,7,177,177,177
178,8,178,178,178
179,9,179,179,179
180,10,180,180,180
181,1,181,181,181
182,2,182,182,182
183,3,183,183,183
184,4,184,184,184
185,5,185,185,185
186,6,186,186,186
187,7,187,187,187
188,8,188,188,188
189,9,189,189,189
190,10,190,190,190
191,1,191,191,191
192,2,192,192,192
193,3,193,193,193
194,4,194,194,194
195,5,195,195,195
196,6,196,196,196
197,7,197,197,197
198,8,198,198,198
199,9,199,199,199
200,10,200,200,200
201,1,201,201,201
202,2,202,202,202
203,3,203,203,203
204,4,204,204,204
205,5,205,205,205
206,6,206,206,206
207,7,207,207,207
208,8,208,208,208
209,9,209,209,209
210,10,210,210,210
211,1,211,211,211
212,2,212,212,212
213,3,213,213,213
214,4,214,214,214
215,5,215,215,215
216,6,216,216,216
217,7,217,217,217
218,8,218,218,218
219,9,219,219,219
220,10,220,220,220
221,1,221,221,221
222,2,222,222,222
223,3,223,223,223
224,4,224,224,224
225,5,225,225,225
226,6,226,226,226
227,7,227,227,227
228,8,228,228,228
229,9,229,229,229
230,10,230,230,230
231,1,231,231,231
232,2,232,232,232
233,3,233,233,233
234,4,234,234,234
235,5,235,235,235
236,6,236,236,236
237,7,237,237,237
238,8,238,238,238
239,9,239,239,239
240,10,240,240,240
241,1,241,241,241
242,2,242,242,242
243,3,243,243,243
244,4,244,244,244
245,5,245,245,245
246,6,246,246,246
247,7,247,247,247
248,8,248,248,248
249,9,249,249,249
250,10,250,250,250
251,1,251,251,251
252,2,252,252,252
253,3,253,253,253
254,4,254,254,254
255,5,255,255,255
256,6,256,256,256
257,7,257,257,257
258,8,258,258,258
259,9,259,259,259
260,10,260,260,260
261,1,261,261,261
262,2,262,262,262
263,3,263,263,263
264,4,264,264,264
265,5,265,265,265
266,6,266,266,266
267,7,267,267,267
268,8,268,268,268
269,9,269,269,269
270,10,270,270,270
271,1,271,271,271
272,2,272,272,272
273,3,273,273,273
274,4,274,274,274
275,5,275,275,275
276,6,276,276,276
277,7,277,277,277
278,8,278,278,278
279,9,279,279,279
280,10,280,280,280
281,1,281,281,281
282,2,282,282,282
283,3,283,283,283
284,4,284,284,284
285,5,285,285,285
286,6,286,286,286
287,7,287,287,287
288,8,288,288,288
289,9,289,289,289
290,10,290,290,290
291,1,291,291,291
292,2,292,292,292
293,3,293,293,293
294,4,294,294,294
295,5,295,295,295
296,6,296,296,296
297,7,297,297,297
298,8,298,298,298
299,9,299,299,299
300,10,300,300,300
301,1,301,301,301
302,2,302,302,302
303,3,303,303,303
304,4,304,304,304
305,5,305,305,305
306,6,306,306,306
307,7,307,307,307
308,8,308,308,308
309,9,309,309,309
310,10,310,310,310
311,1,311,311,311
312,2,312,312,312
313,3,313,313,313
314,4,314,314,314
315,5,315,315,315
316,6,316,316,316
317,7,317,317,317
318,8,318,318,318
319,9,319,319,319
320,10,320,320,320
321,1,321,321,321
322,2,322,322,322
323,3,323,323,323
324,4,324,324,324
325,5,325,325,325
326,6,326,326,326
327,7,327,327,327
328,8,328,328,328
329,9,329,329,329
330,10,330,330,330
331,1,331,331,331
332,2,332,332,332
333,3,333,333,333
334,4,334,334,334
335,5,335,335,335
336,6,336,336,336
337,7,337,337,337
338,8,338,338,338
339,9,339,339,339
340,10,340,340,340
341,1,341,341,341
342,2,342,342,342
343,3,343,343,343
344,4,344,344,344
345,5,345,345,345
346,6,346,346,346
347,7,347,347,347
348,8,348,348,348
349,9,349,349,349
350,10,350,350,350
351,1,351,351,351
352,2,352,352,352
353,3,353,353,353
354,4,354,354,354
355,5,355,355,355
356,6,356,356,356
357,7,357,357,357
358,8,358,358,358
359,9,359,359,359
360,10,360,360,360
361,1,361,361,361
362,2,362,362,362
363,3,363,363,363
364,4,364,364,364
365,5,365,365,365
366,6,366,366,366
367,7,367,367,367
368,8,368,368,368
369,9,369,369,369
370,10,370,370,370
371,1,371,371,371
372,2,372,372,372
373,3,373,373,373
374,4,374,374,374
375,5,375,375,375
376,6,376,376,376
377,7,377,377,377
378,8,378,378,378
379,9,379,379,379
380,10,380,380,380
381,1,381,381,381
382,2,382,382,382
383,3,383,383,383
384,4,384,384,384
385,5,385,385,385
386,6,386,386,386
387,7,387,387,387
388,8,388,388,388
389,9,389,389,389
390,10,390,390,390
391,1,391,391,391
392,2,392,392,392
393,3,393,393,393
394,4,394,394,394
395,5,395,395,395
396,6,396,396,396
397,7,397,397,397
398,8,398,398,398
399,9,399,399,399
400,10,400,400,400
401,1,401,401,401
402,2,402,402,402
403,3,403,403,403
404,4,404,404,404
405,5,405,405,405
406,6,406,406,406
407,7,407,407,407
408,8,408,408,408
409,9,409,409,409
410,10,410,410,410
411,1,411,411,411
412,2,412,412,412
413,3,413,413,413
414,4,414,414,414
415,5,415,415,415
416,6,416,416,416
417,7,417,417,417
418,8,418,418,418
419,9,419,419,419
420,10,420,420,420
421,1,421,421,421
422,2,422,422,422
423,3,423,423,423
424,4,424,424,424
425,5,425,425,425
426,6,426,426,426
427,7,427,427,427
428,8,428,428,428
429,9,429,429,429
430,10,430,430,430
431,1,431,431,431
432,2,432,432,432
433,3,433,433,433
434,4,434,434,434
435,5,435,435,435
436,6,436,436,436
437,7,437,437,437
438,8,438,438,438
439,9,439,439,439
440,10,440,440,440
441,1,441,441,441
442,2,442,442,442
443,3,443,443,443
444,4,444,444,444
445,5,445,445,445
446,6,446,446,446
447,7,447,447,447
448,8,448,448,448
449,9,449,449,449
450,10,450,450,450
451,1,451,451,451
452,2,452,452,452
453,3,453,453,453
454,4,454,454,454
455,5,455,455,455
456,6,456,456,456
457,7,457,457,457
458,8,458,458,458
459,9,459,459,459
460,10,460,460,460
461,1,461,461,461
462,2,462,462,462
463,3,463,463,463
464,4,464,464,464
465,5,465,465,465
466,6,466,466,466
467,7,467,467,467
468,8,468,468,468
469,9,469,469,469
470,10,470,470,470
471,1,471,471,471
472,2,472,472,472
473,3,473,473,473
474,4,474,474,474
475,5,475,475,475
476,6,476,476,476
477,7,477,477,477
478,8,478,478,478
479,9,479,479,479
480,10,480,480,480
481,1,481,481,481
482,2,482,482,482
483,3,483,483,483
484,4,484,484,484
485,5,485,485,485
486,6,486,486,486
487,7,487,487,487
488,8,488,488,488
489,9,489,489,489
490,10,490,490,490
491,1,491,491,491
492,2,492,492,492
493,3,493,493,493
494,4,494,494,494
495,5,495,495,495
496,6,496,496,496
497,7,497,497,497
498,8,498,498,498
499,9,499,499,499
500,10,500,500,500
501,1,501,501,501
502,2,502,502,502
503,3,503,503,503
504,4,504,504,504
505,5,505,505,505
506,6,506,506,506
507,7,507,507,507
508,8,508,508,508
509,9,509,509,509
510,10,510,510,510
511,1,511,511,511
512,2,512,512,512
513,3,513,513,513
514,4,514,514,514
515,5,515,515,515
516,6,516,516,516
517,7,517,517,517
518,8,518,518,518
519,9,519,519,519
520,10,520,520,520
521,1,521,521,521
522,2,522,522,522
523,3,523,523,523
524,4,524,524,524
525,5,525,525,525
526,6,526,526,526
527,7,527,527,527
528,8,528,528,528
529,9,529,529,529
530,10,530,530,530
531,1,531,531,531
532,2,532,532,532
533,3,533,533,533
534,4,534,534,534
535,5,535,535,535
536,6,536,536,536
537,7,537,537,537
538,8,538,538,538
539,9,539,539,539
540,10,540,540,540
541,1,541,541,541
542,2,542,542,542
543,3,543,543,543
544,4,544,544,544
545,5,545,545,545
546,6,546,546,546
547,7,547,547,547
548,8,548,548,548
549,9,549,549,549
550,10,550,550,550
551,1,551,551,551
552,2,552,552,552
553,3,553,553,553
554,4,554,554,554
555,5,555,555,555
556,6,556,556,556
557,7,557,557,557
558,8,558,558,558
559,9,559,559,559
560,10,560,560,560
561,1,561,561,561
562,2,562,562,562
563,3,563,563,563
564,4,564,564,564
565,5,565,565,565
566,6,566,566,566
567,7,567,567,567
568,8,568,568,568
569,9,569,569,569
570,10,570,570,570
571,1,571,571,571
572,2,572,572,572
573,3,573,573,573
574,4,574,574,574
575,5,575,575,575
576,6,576,576,576
577,7,577,577,577
578,8,578,578,578
579,9,579,579,579
580,10,580,580,580
581,1,581,581,581
582,2,582,582,582
583,3,583,583,583
584,4,584,584,584
585,5,585,585,585
586,6,586,586,586
587,7,587,587,587
588,8,588,588,588
589,9,589,589,589
590,10,590,590,590
591,1,591,591,591
592,2,592,592,592
593,3,593,593,593
594,4,594,594,594
595,5,595,595,595
596,6,596,596,596
597,7,597,597,597
598,8,598,598,598
599,9,599,599,599
600,10,600,600,600
601,1,601,601,601
602,2,602,602,602
603,3,603,603,603
604,4,604,604,604
605,5,605,605,605
606,6,606,606,606
607,7,607,607,607
608,8,608,608,608
609,9,609,609,609
610,10,610,610,610
611,1,611,611,611
612,2,612,612,612
613,3,613,613,613
614,4,614,614,614
615,5,615,615,615
616,6,616,616,616
617,7,617,617,617
618,8,618,618,618
619,9,619,619,619
620,10,620,620,620
621,1,621,621,621
622,2,622,622,622
623,3,623,623,623
624,4,624,624,624
625,5,625,625,625
626,6,626,626,626
627,7,627,627,627
