1,1,1
2,2,2
3,3,3
4,4,4
5,5,5
6,6,6
7,7,7
8,8,8
9,9,9
10,10,10
11,11,11
12,12,12
13,13,13
14,14,14
15,15,15
16,16,16
17,17,17
18,18,18
19,19,19
20,20,20
21,21,21
22,22,22
23,23,23
24,24,24
25,25,25
26,26,26
27,27,27
28,28,28
29,29,29
30,30,30
31,31,31
32,32,32
33,33,33
34,34,34
35,35,35
36,36,36
37,37,37
38,38,38
39,39,39
40,40,40
41,41,41
42,42,42
43,43,43
44,44,44
45,45,45
46,46,1
47,47,2
48,48,3
49,49,4
50,50,5
51,51,6
52,52,7
53,53,8
54,54,9
55,55,10
56,56,11
57,57,12
58,58,13
59,59,14
60,60,15
61,61,16
62,62,17
63,63,18
64,64,19
65,65,20
66,66,21
67,67,22
68,68,23
69,69,24
70,70,25
71,71,26
72,72,27
73,73,28
74,74,29
75,75,30
76,76,31
77,77,32
78,78,33
79,79,34
80,80,35
81,81,36
82,82,37
83,83,38
84,84,39
85,85,40
86,86,41
87,87,42
88,88,43
89,89,44
90,90,45
91,91,1
92,92,2
93,93,3
94,94,4
95,95,5
96,96,6
97,97,7
98,98,8
99,99,9
100,100,10
101,101,11
102,102,12
103,103,13
104,104,14
105,105,15
106,106,16
107,107,17
108,108,18
109,109,19
110,110,20
111,111,21
112,112,22
113,113,23
114,114,24
115,115,25
116,116,26
117,117,27
118,118,28
119,119,29
120,120,30
121,121,31
122,122,32
123,123,33
124,124,34
125,125,35
126,126,36
127,127,37
128,128,38
129,129,39
130,130,40
131,131,41
132,132,42
133,133,43
134,134,44
135,135,45
136,136,1
137,137,2
138,138,3
139,139,4
140,140,5
141,141,6
142,142,7
143,143,8
144,144,9
145,145,10
146,146,11
147,147,12
148,148,13
149,149,14
150,150,15
151,151,16
152,152,17
153,153,18
154,154,19
155,155,20
156,156,21
157,157,22
158,158,23
159,159,24
160,160,25
161,161,26
162,162,27
163,163,28
164,164,29
165,165,30
166,166,31
167,167,32
168,168,33
169,169,34
170,170,35
171,171,36
172,172,37
173,173,38
174,174,39
175,175,40
176,176,41
177,177,42
178,178,43
179,179,44
180,180,45
181,181,1
182,182,2
183,183,3
184,184,4
185,185,5
186,186,6
187,187,7
188,188,8
189,189,9
190,190,10
191,191,11
192,192,12
193,193,13
194,194,14
195,195,15
196,196,16
197,197,17
198,198,18
199,199,19
200,200,20
201,201,21
202,202,22
203,203,23
204,204,24
205,205,25
206,206,26
207,207,27
208,208,28
209,209,29
210,210,30
211,211,31
212,212,32
213,213,33
214,214,34
215,215,35
216,216,36
217,217,37
218,218,38
219,219,39
220,220,40
221,221,41
222,222,42
223,223,43
224,224,44
225,225,45
226,226,1
227,227,2
228,228,3
229,229,4
230,230,5
231,231,6
232,232,7
233,233,8
234,234,9
235,235,10
236,236,11
237,237,12
238,238,13
239,239,14
240,240,15
241,241,16
242,242,17
243,243,18
244,244,19
245,245,20
246,246,21
247,247,22
248,248,23
249,249,24
250,250,25
251,251,26
252,252,27
253,253,28
254,254,29
255,255,30
256,256,31
257,257,32
258,258,33
259,259,34
260,260,35
261,261,36
262,262,37
263,263,38
264,264,39
265,265,40
266,266,41
267,267,42
268,268,43
269,269,44
270,270,45
271,271,1
272,272,2
273,273,3
274,274,4
275,275,5
276,276,6
277,277,7
278,278,8
279,279,9
280,280,10
281,281,11
282,282,12
283,283,13
284,284,14
285,285,15
286,286,16
287,287,17
288,288,18
289,289,19
290,290,20
291,291,21
292,292,22
293,293,23
294,294,24
295,295,25
296,296,26
297,297,27
298,298,28
299,299,29
300,300,30
301,301,31
302,302,32
303,303,33
304,304,34
305,305,35
306,306,36
307,307,37
308,308,38
309,309,39
310,310,40
311,311,41
312,312,42
313,313,43
314,314,44
315,315,45
316,316,1
317,317,2
318,318,3
319,319,4
320,320,5
321,321,6
322,322,7
323,323,8
324,324,9
325,325,10
326,326,11
327,327,12
328,328,13
329,329,14
330,330,15
331,331,16
332,332,17
333,333,18
334,334,19
335,335,20
336,336,21
337,337,22
338,338,23
339,339,24
340,340,25
341,341,26
342,342,27
343,343,28
344,344,29
345,345,30
346,346,31
347,347,32
348,348,33
349,349,34
350,350,35
351,351,36
352,352,37
353,353,38
354,354,39
355,355,40
356,356,41
357,357,42
358,358,43
359,359,44
360,360,45
361,361,1
362,362,2
363,363,3
364,364,4
365,365,5
366,366,6
367,367,7
368,368,8
369,369,9
370,370,10
371,371,11
372,372,12
373,373,13
374,374,14
375,375,15
376,376,16
377,377,17
378,378,18
379,379,19
380,380,20
381,381,21
382,382,22
383,383,23
384,384,24
385,385,25
386,386,26
387,387,27
388,388,28
389,389,29
390,390,30
391,391,31
392,392,32
393,393,33
394,394,34
395,395,35
396,396,36
397,397,37
398,398,38
399,399,39
400,400,40
401,401,41
402,402,42
403,403,43
404,404,44
405,405,45
406,406,1
407,407,2
408,408,3
409,409,4
410,410,5
411,411,6
412,412,7
413,413,8
414,414,9
415,415,10
416,416,11
417,417,12
418,418,13
419,419,14
420,420,15
421,421,16
