1,1,1
2,2,2
3,3,3
4,4,4
5,5,5
6,6,6
7,7,7
8,8,8
9,9,9
10,10,10
11,11,11
12,12,12
13,13,13
14,14,14
15,15,15
16,16,16
17,17,17
18,18,18
19,19,19
20,20,20
21,21,21
22,22,22
23,23,23
24,24,24
25,25,25
26,26,26
27,27,27
28,28,28
29,29,29
30,30,30
31,31,31
32,32,32
33,33,33
34,34,34
35,35,35
36,36,36
37,37,37
38,38,38
39,39,39
40,40,40
41,41,41
42,42,42
43,43,43
44,44,44
45,45,45
46,46,46
47,47,47
48,48,48
49,49,49
50,50,50
51,51,51
52,52,52
53,53,53
54,54,54
55,55,55
56,56,56
57,57,57
58,58,58
59,59,59
60,60,60
61,61,61
62,62,62
63,63,63
64,64,64
65,65,65
66,66,66
67,67,67
68,68,68
69,69,69
70,70,70
71,71,71
72,72,72
73,73,73
74,74,74
75,75,75
76,76,76
77,77,77
78,78,78
79,79,79
80,80,80
81,81,81
82,82,82
83,83,83
84,84,84
85,85,85
86,86,86
87,87,87
88,88,88
89,89,89
90,90,90
91,91,91
92,1,92
93,2,93
94,3,94
95,4,95
96,5,96
97,6,97
98,7,98
99,8,99
100,9,100
101,10,101
102,11,102
103,12,103
104,13,104
105,14,105
106,15,106
107,16,107
108,17,108
109,18,109
110,19,110
111,20,111
112,21,112
113,22,113
114,23,114
115,24,115
116,25,116
117,26,117
118,27,118
119,28,119
120,29,120
121,30,121
122,31,122
123,32,123
124,33,124
125,34,125
126,35,126
127,36,127
128,37,128
129,38,129
130,39,130
131,40,131
132,41,132
133,42,133
134,43,134
135,44,135
136,45,136
137,46,137
138,47,138
139,48,139
140,49,140
141,50,141
142,51,142
143,52,143
144,53,144
145,54,145
146,55,146
147,56,147
148,57,148
149,58,149
150,59,150
151,60,151
152,61,152
153,62,153
154,63,154
155,64,155
156,65,156
157,66,157
158,67,158
159,68,159
160,69,160
161,70,161
162,71,162
163,72,163
164,73,164
165,74,165
166,75,166
167,76,167
168,77,168
169,78,169
170,79,170
171,80,171
172,81,172
173,82,173
174,83,174
175,84,175
176,85,176
177,86,177
178,87,178
179,88,179
180,89,180
181,90,181
182,91,182
183,1,183
184,2,184
185,3,185
186,4,186
187,5,187
188,6,188
189,7,189
190,8,190
191,9,191
192,10,192
193,11,193
194,12,194
195,13,195
196,14,196
197,15,197
198,16,198
199,17,199
200,18,200
201,19,201
202,20,202
203,21,203
204,22,204
205,23,205
206,24,206
207,25,207
208,26,208
209,27,209
210,28,210
211,29,211
212,30,212
213,31,213
214,32,214
215,33,215
216,34,216
217,35,217
218,36,218
219,37,219
220,38,220
221,39,221
222,40,222
223,41,223
224,42,224
225,43,225
226,44,226
227,45,227
228,46,228
229,47,229
230,48,230
231,49,231
232,50,232
233,51,233
234,52,234
235,53,235
236,54,236
237,55,237
238,56,238
239,57,239
240,58,240
241,59,241
242,60,242
243,61,243
244,62,244
245,63,245
246,64,246
247,65,247
248,66,248
249,67,249
250,68,250
251,69,251
252,70,252
253,71,253
254,72,254
255,73,255
256,74,256
257,75,257
258,76,258
259,77,259
260,78,260
261,79,261
262,80,262
263,81,263
264,82,264
265,83,265
266,84,266
267,85,267
268,86,268
269,87,269
270,88,270
271,89,271
272,90,272
273,91,273
274,1,274
275,2,275
276,3,276
277,4,277
278,5,278
279,6,279
280,7,280
281,8,281
282,9,282
283,10,283
284,11,284
285,12,285
286,13,286
287,14,287
288,15,288
289,16,289
290,17,290
291,18,291
292,19,292
293,20,293
294,21,294
295,22,295
296,23,296
297,24,297
298,25,298
299,26,299
300,27,300
301,28,301
302,29,302
303,30,303
304,31,304
305,32,305
306,33,306
307,34,307
308,35,308
309,36,309
310,37,310
311,38,311
312,39,312
313,40,313
314,41,314
315,42,315
316,43,316
317,44,317
318,45,318
319,46,319
320,47,320
321,48,321
322,49,322
323,50,323
324,51,324
325,52,325
326,53,326
327,54,327
328,55,328
329,56,329
330,57,330
331,58,331
332,59,332
333,60,333
334,61,334
335,62,335
336,63,336
337,64,337
338,65,338
339,66,339
340,67,340
341,68,341
342,69,342
343,70,343
344,71,344
345,72,345
346,73,346
347,74,347
348,75,348
349,76,349
350,77,350
351,78,351
352,79,352
353,80,353
354,81,354
355,82,355
356,83,356
357,84,357
358,85,358
359,86,359
360,87,360
361,88,361
362,89,362
363,90,363
364,91,364
365,1,365
366,2,366
367,3,367
368,4,368
369,5,369
370,6,370
371,7,371
372,8,372
373,9,373
374,10,374
375,11,375
376,12,376
377,13,377
378,14,378
379,15,379
380,16,380
381,17,381
382,18,382
383,19,383
384,20,384
385,21,385
386,22,386
387,23,387
388,24,388
389,25,389
390,26,390
391,27,391
392,28,392
393,29,393
394,30,394
395,31,395
396,32,396
397,33,397
398,34,398
399,35,399
400,36,400
401,37,401
402,38,402
403,39,403
404,40,404
405,41,405
406,42,406
407,43,407
408,44,408
409,45,409
410,46,410
411,47,411
412,48,412
413,49,413
414,50,414
415,51,415
416,52,416
417,53,417
418,54,418
419,55,419
420,56,420
421,57,421
