1,1,1
2,2,2
3,3,3
4,4,4
5,5,5
6,6,6
7,7,7
8,8,8
9,9,9
10,10,10
11,11,11
12,12,12
13,13,13
14,14,14
15,15,15
16,16,16
17,17,17
18,18,18
19,19,19
20,20,20
21,21,21
22,22,22
23,23,23
24,24,24
25,25,25
26,26,26
27,27,27
28,28,28
29,29,29
30,30,30
31,31,31
32,32,32
33,33,33
34,34,34
35,35,35
36,36,36
37,37,37
38,38,38
39,39,39
40,40,40
41,41,41
42,42,42
43,43,43
44,44,44
45,45,45
46,46,46
47,47,47
48,48,48
49,49,49
50,50,50
51,51,51
52,52,52
53,53,53
54,54,54
55,55,55
56,56,56
57,57,57
58,58,58
59,59,59
60,60,60
61,61,61
62,62,62
63,1,63
64,2,64
65,3,65
66,4,66
67,5,67
68,6,68
69,7,69
70,8,70
71,9,71
72,10,72
73,11,73
74,12,74
75,13,75
76,14,76
77,15,77
78,16,78
79,17,79
80,18,80
81,19,81
82,20,82
83,21,83
84,22,84
85,23,85
86,24,86
87,25,87
88,26,88
89,27,89
90,28,90
91,29,91
92,30,92
93,31,93
94,32,94
95,33,95
96,34,96
97,35,97
98,36,98
99,37,99
100,38,100
101,39,101
102,40,102
103,41,103
104,42,104
105,43,105
106,44,106
107,45,107
108,46,108
109,47,109
110,48,110
111,49,111
112,50,112
113,51,113
114,52,114
115,53,115
116,54,116
117,55,117
118,56,118
119,57,119
120,58,120
121,59,121
122,60,122
123,61,123
124,62,124
125,1,125
126,2,126
127,3,127
128,4,128
129,5,129
130,6,130
131,7,131
132,8,132
133,9,133
134,10,134
135,11,135
136,12,136
137,13,137
138,14,138
139,15,139
140,16,140
141,17,141
142,18,142
143,19,143
144,20,144
145,21,145
146,22,146
147,23,147
148,24,148
149,25,149
150,26,150
151,27,151
152,28,152
153,29,153
154,30,154
155,31,155
156,32,156
157,33,157
158,34,158
159,35,159
160,36,160
161,37,161
162,38,162
163,39,163
164,40,164
165,41,165
166,42,166
167,43,167
168,44,168
169,45,169
170,46,170
171,47,171
172,48,172
173,49,173
174,50,174
175,51,175
176,52,176
177,53,177
178,54,178
179,55,179
180,56,180
181,57,181
182,58,182
183,59,183
184,60,184
185,61,185
186,62,186
187,1,187
188,2,188
189,3,189
190,4,190
191,5,191
192,6,192
193,7,193
194,8,194
195,9,195
196,10,196
197,11,197
198,12,198
199,13,199
200,14,200
201,15,201
202,16,202
203,17,203
204,18,204
205,19,205
206,20,206
207,21,207
208,22,208
209,23,209
210,24,210
211,25,211
212,26,212
213,27,213
214,28,214
215,29,215
216,30,216
217,31,217
218,32,218
219,33,219
220,34,220
221,35,221
222,36,222
223,37,223
224,38,224
225,39,225
226,40,226
227,41,227
228,42,228
229,43,229
230,44,230
231,45,231
232,46,232
233,47,233
234,48,234
235,49,235
236,50,236
237,51,237
238,52,238
239,53,239
240,54,240
241,55,241
242,56,242
243,57,243
244,58,244
245,59,245
246,60,246
247,61,247
248,62,248
249,1,249
250,2,250
251,3,251
252,4,252
253,5,253
254,6,254
255,7,255
256,8,256
257,9,257
258,10,258
259,11,259
260,12,260
261,13,261
262,14,262
263,15,263
264,16,264
265,17,265
266,18,266
267,19,267
268,20,268
269,21,269
270,22,270
271,23,271
272,24,272
273,25,273
274,26,274
275,27,275
276,28,276
277,29,277
278,30,278
279,31,279
280,32,280
281,33,281
282,34,282
283,35,283
284,36,284
285,37,285
286,38,286
287,39,287
288,40,288
289,41,289
290,42,290
291,43,291
292,44,292
293,45,293
294,46,294
295,47,295
296,48,296
297,49,297
298,50,298
299,51,299
300,52,300
301,53,301
302,54,302
303,55,303
304,56,304
305,57,305
306,58,306
307,59,307
308,60,308
309,61,309
310,62,310
311,1,311
312,2,312
313,3,313
314,4,314
315,5,315
316,6,316
317,7,317
318,8,318
319,9,319
320,10,320
321,11,321
322,12,322
323,13,323
324,14,324
325,15,325
326,16,326
327,17,327
328,18,328
329,19,329
330,20,330
331,21,331
332,22,332
333,23,333
334,24,334
335,25,335
336,26,336
337,27,337
338,28,338
339,29,339
340,30,340
341,31,341
342,32,342
343,33,343
344,34,344
345,35,345
346,36,346
347,37,347
348,38,348
349,39,349
350,40,350
351,41,351
352,42,352
353,43,353
354,44,354
355,45,355
356,46,356
357,47,357
358,48,358
359,49,359
360,50,360
361,51,361
362,52,362
363,53,363
364,54,364
365,55,365
366,56,366
367,57,367
368,58,368
369,59,369
370,60,370
371,61,371
372,62,372
373,1,373
374,2,374
375,3,375
376,4,376
377,5,377
378,6,378
379,7,379
380,8,380
381,9,381
382,10,382
383,11,383
384,12,384
385,13,385
386,14,386
387,15,387
388,16,388
389,17,389
390,18,390
391,19,391
392,20,392
393,21,393
394,22,394
395,23,395
396,24,396
397,25,397
398,26,398
399,27,399
400,28,400
401,29,401
402,30,402
403,31,403
404,32,404
405,33,405
406,34,406
407,35,407
408,36,408
409,37,409
410,38,410
411,39,411
412,40,412
413,41,413
414,42,414
415,43,415
416,44,416
417,45,417
418,46,418
419,47,419
420,48,420
421,49,421
