1,1,1,1
2,2,2,2
3,3,3,3
4,4,4,4
5,5,5,5
6,6,6,6
7,7,7,7
8,8,8,8
9,9,9,9
10,10,10,10
11,11,11,11
12,12,12,12
13,13,13,13
14,14,14,14
15,15,15,15
16,16,16,16
17,17,17,17
18,18,18,18
19,19,19,19
20,20,20,20
21,21,21,21
22,22,22,22
23,23,23,23
24,24,24,24
25,25,25,25
26,26,26,26
27,27,27,27
28,28,28,28
29,29,29,29
30,30,30,30
31,31,31,31
32,32,32,32
33,33,33,33
34,34,34,34
35,35,35,35
36,36,36,36
37,37,37,37
38,38,38,38
39,39,39,39
40,40,40,40
41,41,41,41
42,42,42,42
43,43,43,43
44,44,44,44
45,45,45,45
46,46,46,46
47,47,47,47
48,48,48,48
49,49,49,49
50,50,50,50
51,51,51,51
52,52,52,52
53,53,53,53
54,54,54,54
55,55,55,55
56,56,56,56
57,57,57,57
58,58,58,58
59,59,59,59
60,60,60,60
61,61,61,61
62,62,62,62
63,63,63,63
64,64,64,64
65,65,65,65
66,66,66,66
67,67,67,67
68,68,68,68
69,69,69,69
70,70,70,70
71,71,71,71
72,72,72,72
73,73,73,73
74,74,74,74
75,75,75,75
76,76,76,76
77,77,77,77
78,78,78,78
79,79,79,79
80,80,80,80
81,81,81,81
82,82,82,82
83,83,83,83
84,84,84,84
85,85,85,85
86,86,86,86
87,87,87,87
88,88,88,88
89,89,89,89
90,90,90,90
91,91,91,91
92,92,92,92
93,93,93,93
94,94,94,94
95,95,95,95
96,96,96,96
97,97,97,97
98,98,98,98
99,99,99,99
100,100,100,100
101,101,101,101
102,102,102,102
103,103,103,103
104,104,104,104
105,105,105,105
106,106,106,106
107,107,107,107
108,108,108,108
109,109,109,109
110,110,110,110
111,111,111,111
112,112,112,112
113,113,113,113
114,114,114,114
115,115,115,115
116,116,116,116
117,117,117,117
118,118,118,118
119,119,119,119
1,120,120,120
2,121,121,121
3,122,122,122
4,123,123,123
5,124,124,124
6,125,125,125
7,126,126,126
8,127,127,127
9,128,128,128
10,129,129,129
11,130,130,130
12,131,131,131
13,132,132,132
14,133,133,133
15,134,134,134
16,135,135,135
17,136,136,136
18,137,137,137
19,138,138,138
20,139,139,139
21,140,140,140
22,141,141,141
23,142,142,142
24,143,143,143
25,144,144,144
26,145,145,145
27,146,146,146
28,147,147,147
29,148,148,148
30,149,149,149
31,150,150,150
32,151,151,151
33,152,152,152
34,153,153,153
35,154,154,154
36,155,155,155
37,156,156,156
38,157,157,157
39,158,158,158
40,159,159,159
41,160,160,160
42,161,161,161
43,162,162,162
44,163,163,163
45,164,164,164
46,165,165,165
47,166,166,166
48,167,167,167
49,168,168,168
50,169,169,169
51,170,170,170
52,171,171,171
53,172,172,172
54,173,173,173
55,174,174,174
56,175,175,175
57,176,176,176
58,177,177,177
59,178,178,178
60,179,179,179
61,180,180,180
62,181,181,181
63,182,182,182
64,183,183,183
65,184,184,184
66,185,185,185
67,186,186,186
68,187,187,187
69,188,188,188
70,189,189,189
71,190,190,190
72,191,191,191
73,192,192,192
74,193,193,193
75,194,194,194
76,195,195,195
77,196,196,196
78,197,197,197
79,198,198,198
80,199,199,199
81,200,200,200
82,201,201,201
83,202,202,202
84,203,203,203
85,204,204,204
86,205,205,205
87,206,206,206
88,207,207,207
89,208,208,208
90,209,209,209
91,210,210,210
92,211,211,211
93,212,212,212
94,213,213,213
95,214,214,214
96,215,215,215
97,216,216,216
98,217,217,217
99,218,218,218
100,219,219,219
101,220,220,220
102,221,221,221
103,222,222,222
104,223,223,223
105,224,224,224
106,225,225,225
107,226,226,226
108,227,227,227
109,228,228,228
110,229,229,229
111,230,230,230
112,231,231,231
113,232,232,232
114,233,233,233
115,234,234,234
116,235,235,235
117,236,236,236
118,237,237,237
119,238,238,238
1,239,239,239
2,240,240,240
3,241,241,241
4,242,242,242
5,243,243,243
6,244,244,244
7,245,245,245
8,246,246,246
9,247,247,247
10,248,248,248
11,249,249,249
12,250,250,250
13,251,251,251
14,252,252,252
15,253,253,253
16,254,254,254
17,255,255,255
18,256,256,256
19,257,257,257
20,258,258,258
21,259,259,259
22,260,260,260
23,261,261,261
24,262,262,262
25,263,263,263
26,264,264,264
27,265,265,265
28,266,266,266
29,267,267,267
30,268,268,268
31,269,269,269
32,270,270,270
33,271,271,271
34,272,272,272
35,273,273,273
36,274,274,274
37,275,275,275
38,276,276,276
39,277,277,277
40,278,278,278
41,279,279,279
42,280,280,280
43,281,281,281
44,282,282,282
45,283,283,283
46,284,284,284
47,285,285,285
48,286,286,286
49,287,287,287
