1,1,1,1
2,2,2,2
3,3,3,3
4,4,4,4
5,5,5,5
6,6,6,6
7,7,7,7
8,8,8,8
9,9,9,9
10,10,10,10
11,11,11,11
12,12,12,12
13,13,13,13
14,14,14,14
15,15,15,15
16,16,16,16
17,17,17,17
18,18,18,18
19,19,19,19
20,20,20,20
21,21,21,21
22,22,22,22
23,23,23,23
24,24,24,24
25,25,25,25
26,26,26,26
27,27,27,27
28,28,28,28
29,29,29,29
30,30,30,30
31,31,31,31
32,32,32,32
33,33,33,33
34,34,34,34
35,35,35,35
36,36,36,36
37,37,37,37
38,38,38,38
39,39,39,39
40,40,40,40
41,41,41,41
42,42,42,42
43,43,43,43
44,44,44,44
45,45,45,45
46,46,46,46
47,47,47,47
48,48,48,48
49,49,49,49
50,50,50,50
51,51,51,51
52,52,52,52
53,53,53,53
54,54,54,54
55,55,55,55
56,56,56,56
57,57,57,57
58,58,58,58
59,59,59,59
60,60,60,60
61,61,61,61
62,62,62,62
63,63,63,63
64,64,64,64
65,65,65,65
66,66,66,66
67,67,67,67
68,68,68,68
69,69,69,69
70,70,70,70
71,71,71,71
72,72,72,72
73,73,73,73
74,74,74,74
75,75,75,75
76,76,76,76
77,77,77,77
78,78,78,78
79,79,79,79
80,80,80,80
81,81,81,81
82,82,82,82
83,83,83,83
84,84,84,84
85,85,85,85
86,86,86,86
87,87,87,87
88,88,88,88
89,89,89,89
90,90,90,90
91,91,91,91
92,92,92,92
93,93,93,93
94,94,94,94
95,95,95,95
96,96,96,96
97,97,97,97
98,98,98,98
99,99,99,99
100,100,100,100
101,101,101,101
102,102,102,102
103,103,103,103
104,104,104,104
105,105,105,105
106,106,106,106
107,107,107,107
108,108,108,108
109,109,109,109
110,110,110,110
111,111,111,111
112,112,112,112
113,113,113,113
114,1,114,114
115,2,115,115
116,3,116,116
117,4,117,117
118,5,118,118
119,6,119,119
120,7,120,120
121,8,121,121
122,9,122,122
123,10,123,123
124,11,124,124
125,12,125,125
126,13,126,126
127,14,127,127
128,15,128,128
129,16,129,129
130,17,130,130
131,18,131,131
132,19,132,132
133,20,133,133
134,21,134,134
135,22,135,135
136,23,136,136
137,24,137,137
138,25,138,138
139,26,139,139
140,27,140,140
141,28,141,141
142,29,142,142
143,30,143,143
144,31,144,144
145,32,145,145
146,33,146,146
147,34,147,147
148,35,148,148
149,36,149,149
150,37,150,150
151,38,151,151
152,39,152,152
153,40,153,153
154,41,154,154
155,42,155,155
156,43,156,156
157,44,157,157
158,45,158,158
159,46,159,159
160,47,160,160
161,48,161,161
162,49,162,162
163,50,163,163
164,51,164,164
165,52,165,165
166,53,166,166
167,54,167,167
168,55,168,168
169,56,169,169
170,57,170,170
171,58,171,171
172,59,172,172
173,60,173,173
174,61,174,174
175,62,175,175
176,63,176,176
177,64,177,177
178,65,178,178
179,66,179,179
180,67,180,180
181,68,181,181
182,69,182,182
183,70,183,183
184,71,184,184
185,72,185,185
186,73,186,186
187,74,187,187
188,75,188,188
189,76,189,189
190,77,190,190
191,78,191,191
192,79,192,192
193,80,193,193
194,81,194,194
195,82,195,195
196,83,196,196
197,84,197,197
198,85,198,198
199,86,199,199
200,87,200,200
201,88,201,201
202,89,202,202
203,90,203,203
204,91,204,204
205,92,205,205
206,93,206,206
207,94,207,207
208,95,208,208
209,96,209,209
210,97,210,210
211,98,211,211
212,99,212,212
213,100,213,213
214,101,214,214
215,102,215,215
216,103,216,216
217,104,217,217
218,105,218,218
219,106,219,219
220,107,220,220
221,108,221,221
222,109,222,222
223,110,223,223
224,111,224,224
225,112,225,225
226,113,226,226
227,1,227,227
228,2,228,228
229,3,229,229
230,4,230,230
231,5,231,231
232,6,232,232
233,7,233,233
234,8,234,234
235,9,235,235
236,10,236,236
237,11,237,237
238,12,238,238
239,13,239,239
240,14,240,240
241,15,241,241
242,16,242,242
243,17,243,243
244,18,244,244
245,19,245,245
246,20,246,246
247,21,247,247
248,22,248,248
249,23,249,249
250,24,250,250
251,25,251,251
252,26,252,252
253,27,253,253
254,28,254,254
255,29,255,255
256,30,256,256
257,31,257,257
258,32,258,258
259,33,259,259
260,34,260,260
261,35,261,261
262,36,262,262
263,37,263,263
264,38,264,264
265,39,265,265
266,40,266,266
267,41,267,267
268,42,268,268
269,43,269,269
270,44,270,270
271,45,271,271
272,46,272,272
273,47,273,273
274,48,274,274
275,49,275,275
276,50,276,276
277,51,277,277
278,52,278,278
279,53,279,279
280,54,280,280
281,55,281,281
282,56,282,282
283,57,283,283
284,58,284,284
285,59,285,285
286,60,286,286
287,61,287,287
